timestamp,x,y,z
1558434309198732,0.074707,-0.912109,0.431641
1558434309213693,0.0693359,-0.911621,0.432129
1558434309235634,0.0712891,-0.918945,0.429688
1558434309259570,0.0693359,-0.914063,0.427246
1558434309274530,0.065918,-0.916992,0.433594
1558434309296471,0.0703125,-0.915039,0.425781
1558434309319412,0.0737305,-0.912109,0.425293
1558434309365287,0.0717773,-0.918945,0.430664
1558434309367281,0.0761719,-0.910645,0.430176
1558434309386231,0.0766602,-0.915039,0.427734
1558434309397203,0.0751953,-0.913574,0.425293
1558434309417155,0.0737305,-0.91748,0.423828
1558434309440086,0.0717773,-0.913086,0.429199
1558434309482974,0.0698242,-0.915039,0.425293
1558434309493943,0.0742188,-0.908691,0.428223
1558434309499927,0.0708008,-0.919434,0.42334
1558434309514887,0.0693359,-0.92041,0.424316
1558434309545804,0.0737305,-0.919922,0.422852
1558434309558770,0.0712891,-0.913574,0.427246
1558434309574726,0.065918,-0.913086,0.42627
1558434309597665,0.0688477,-0.915039,0.426758
1558434309618609,0.065918,-0.912109,0.433594
1558434309634566,0.0625,-0.914063,0.430664
1558434309657532,0.0664063,-0.918945,0.425781
1558434309678510,0.0698242,-0.916016,0.427734
1558434309694461,0.0639648,-0.914551,0.429199
1558434309717347,0.0664063,-0.914063,0.42334
1558434309746269,0.0629883,-0.915039,0.424316
1558434309755245,0.0703125,-0.913574,0.427246
1558434309777185,0.0664063,-0.916016,0.42627
1558434309798130,0.0712891,-0.918457,0.434082
1558434309815084,0.0708008,-0.918945,0.430176
1558434309837026,0.0698242,-0.913086,0.437988
1558434309859964,0.0703125,-0.924316,0.427734
1558434309888887,0.0703125,-0.912598,0.432129
1558434309896866,0.0708008,-0.918457,0.432129
1558434309919803,0.0722656,-0.917969,0.428711
1558434309934783,0.0698242,-0.915039,0.422363
1558434309957704,0.0698242,-0.907715,0.425293
1558434309979644,0.0703125,-0.917969,0.423828
1558434309994604,0.0761719,-0.916504,0.425293
1558434310017543,0.0717773,-0.91748,0.422852
1558434310039484,0.0732422,-0.916016,0.429199
1558434310054487,0.0742188,-0.918945,0.426758
1558434310077383,0.0722656,-0.919434,0.425293
1558434310099323,0.0732422,-0.912109,0.425293
1558434310114283,0.0712891,-0.915527,0.426758
1558434310137222,0.0717773,-0.915527,0.427734
1558434310160162,0.0732422,-0.91748,0.427246
1558434310175121,0.0703125,-0.916504,0.428223
1558434310197063,0.0756836,-0.908691,0.425293
1558434310220001,0.0722656,-0.909668,0.429199
1558434310234961,0.0703125,-0.919434,0.427734
1558434310256902,0.074707,-0.914551,0.426758
1558434310279840,0.0668945,-0.912109,0.428223
1558434310294801,0.0771484,-0.914063,0.42627
1558434310317739,0.078125,-0.910645,0.426758
1558434310339681,0.0771484,-0.913574,0.430664
1558434310360625,0.0791016,-0.915527,0.431641
1558434310377581,0.0751953,-0.913574,0.42627
1558434310399523,0.0771484,-0.916992,0.431152
1558434310420464,0.078125,-0.916016,0.430664
1558434310437422,0.0776367,-0.917969,0.427734
1558434310460361,0.0771484,-0.912598,0.427734
1558434310484561,0.074707,-0.914551,0.427246
1558434310505239,0.0737305,-0.918457,0.433594
1558434310520199,0.074707,-0.915039,0.431641
1558434310542141,0.0722656,-0.914551,0.431641
1558434310565078,0.074707,-0.914551,0.425293
1558434310580040,0.0712891,-0.911133,0.423828
1558434310601979,0.074707,-0.910645,0.430176
1558434310625917,0.0791016,-0.911621,0.425781
