timestamp,x,y,z
1558435707979936,-0.0371094,-0.919922,0.50293
1558435707995893,-0.0239258,-0.92041,0.496582
1558435708009857,-0.0166016,-0.912109,0.493164
1558435708031798,-0.00488281,-0.916504,0.492188
1558435708055734,0.000976563,-0.90332,0.476563
1558435708070693,-0.00146484,-0.875977,0.466797
1558435708091637,-0.00976563,-0.875488,0.45459
1558435708131532,-0.00585938,-0.882813,0.450684
1558435708132529,-0.00292969,-0.882813,0.446777
1558435708153472,-0.0078125,-0.866211,0.450684
1558435708175413,-0.0185547,-0.856934,0.459961
1558435708193365,-0.0219727,-0.868652,0.477539
1558435708213312,-0.0146484,-0.898926,0.484863
1558435708259190,-0.0151367,-0.916504,0.494141
1558435708260188,-0.0170898,-0.907715,0.515625
1558435708273152,-0.0224609,-0.899902,0.520996
1558435708294096,-0.0161133,-0.903809,0.525391
1558435708310054,-0.0131836,-0.904785,0.516113
1558435708332992,-0.00927734,-0.890625,0.526855
1558435708353936,-0.0268555,-0.866211,0.521973
1558435708370892,-0.0273438,-0.85498,0.513184
1558435708392832,-0.027832,-0.874512,0.49707
1558435708413776,-0.0292969,-0.888672,0.48584
1558435708430731,-0.0327148,-0.887207,0.476074
1558435708452673,-0.0327148,-0.875,0.470215
1558435708474614,-0.0297852,-0.858398,0.462891
1558435708490571,-0.0327148,-0.86084,0.473145
1558435708521488,-0.0244141,-0.86084,0.479492
1558435708534454,-0.0214844,-0.852051,0.500977
1558435708550410,-0.0209961,-0.845703,0.510254
1558435708573349,-0.0239258,-0.854004,0.525879
1558435708594293,-0.0205078,-0.858398,0.531738
1558435708610250,-0.0317383,-0.862793,0.533691
1558435708640171,-0.0371094,-0.862793,0.531738
1558435708654134,-0.0341797,-0.869629,0.522949
1558435708670090,-0.0380859,-0.874512,0.522949
1558435708693030,-0.0375977,-0.868652,0.514648
1558435708713973,-0.0439453,-0.874023,0.511719
1558435708730928,-0.0429688,-0.861328,0.508789
1558435708752869,-0.0405273,-0.859863,0.499512
1558435708773815,-0.0317383,-0.866699,0.513672
1558435708797750,-0.0361328,-0.883301,0.516602
1558435708814704,-0.0322266,-0.887207,0.539063
1558435708833652,-0.0229492,-0.886719,0.553223
1558435708850607,-0.00634766,-0.891602,0.563477
1558435708872549,0.00878906,-0.884277,0.567383
1558435708895487,0.0166016,-0.899414,0.567383
1558435708910447,0.0366211,-0.891113,0.555176
1558435708933388,0.0371094,-0.868652,0.547363
1558435708955328,0.0302734,-0.84082,0.540039
1558435708970288,0.0322266,-0.858398,0.52832
1558435708993226,0.0322266,-0.876953,0.52832
1558435709015168,0.0317383,-0.854004,0.528809
1558435709030127,0.0175781,-0.809082,0.538574
1558435709053066,-0.0136719,-0.806152,0.533691
1558435709075020,-0.0131836,-0.836914,0.526367
1558435709089968,-0.019043,-0.854492,0.523926
1558435709112906,-0.0371094,-0.827148,0.52832
1558435709135845,-0.0668945,-0.803711,0.519531
1558435709150804,-0.0727539,-0.821289,0.506836
1558435709172746,-0.0791016,-0.854004,0.511719
1558435709195684,-0.0625,-0.889648,0.515625
1558435709210645,-0.0361328,-0.895508,0.487305
1558435709232587,-0.0195313,-0.872559,0.490234
1558435709255528,-0.00146484,-0.862793,0.483398
1558435709276468,0.0205078,-0.862793,0.477539
1558435709293422,0.034668,-0.853027,0.479004
1558435709315364,0.03125,-0.836426,0.491699
1558435709337305,0.0288086,-0.832031,0.523438
1558435709352266,0.0180664,-0.843262,0.547852
1558435709374207,0.0102539,-0.854004,0.582031
1558435709397147,-0.0141602,-0.852051,0.59668
1558435709412105,-0.0375977,-0.861816,0.596191
1558435709435044,-0.0527344,-0.859863,0.583008
1558435709456984,-0.0756836,-0.85498,0.551758
1558435709471946,-0.0849609,-0.850586,0.535156
1558435709494885,-0.0776367,-0.841309,0.511719
1558435709516825,-0.0581055,-0.847168,0.51123
1558435709531785,-0.0424805,-0.845215,0.499023
1558435709554725,-0.0351563,-0.84082,0.520996
1558435709577662,-0.03125,-0.848145,0.53418
1558435709592624,-0.0234375,-0.862793,0.547852
1558435709614566,-0.0283203,-0.850098,0.554199
1558435709637628,-0.0449219,-0.858398,0.5625
1558435709652568,-0.043457,-0.865723,0.552734
1558435709674405,-0.0327148,-0.886719,0.542969
1558435709697342,-0.0356445,-0.856445,0.529785
1558435709712304,-0.0297852,-0.84668,0.524902
1558435709734294,-0.0219727,-0.846191,0.515625
1558435709757181,-0.0161133,-0.846191,0.516602
1558435709772143,-0.0239258,-0.84082,0.516602
1558435709795115,-0.0395508,-0.825684,0.522949
1558435709817079,-0.0688477,-0.824219,0.530273
1558435709831983,-0.0766602,-0.831543,0.526855
1558435709854980,-0.0864258,-0.851074,0.524902
1558435709876888,-0.0932617,-0.844727,0.516602
1558435709891856,-0.0976563,-0.852051,0.520508
1558435709914762,-0.0922852,-0.878418,0.51416
1558435709936702,-0.0678711,-0.881836,0.527832
1558435709952659,-0.0595703,-0.883301,0.529785
1558435709974637,-0.0493164,-0.866211,0.532715
1558435709997542,-0.0507813,-0.86377,0.533691
1558435710013496,-0.046875,-0.857422,0.532715
1558435710034502,-0.0605469,-0.864258,0.525879
1558435710057446,-0.0625,-0.87793,0.522949
1558435710073460,-0.0625,-0.879883,0.526855
1558435710095374,-0.0678711,-0.883789,0.522949
1558435710117474,-0.0668945,-0.893066,0.52832
1558435710133500,-0.0620117,-0.890137,0.52832
1558435710155118,-0.0522461,-0.880859,0.530273
1558435710177058,-0.0512695,-0.877441,0.522461
1558435710194013,-0.0629883,-0.876953,0.523438
1558435710214958,-0.0610352,-0.868652,0.517578
1558435710236900,-0.0673828,-0.865234,0.511719
1558435710260858,-0.0791016,-0.859863,0.51416
1558435710274860,-0.0869141,-0.859863,0.505371
1558435710296740,-0.0947266,-0.85791,0.514648
1558435710313693,-0.101074,-0.870117,0.518555
1558435710334686,-0.0961914,-0.871094,0.515625
1558435710357577,-0.0917969,-0.874023,0.522949
1558435710373533,-0.0854492,-0.869629,0.520996
1558435710394673,-0.0742188,-0.869141,0.527344
1558435710417612,-0.0742188,-0.861816,0.523926
1558435710433458,-0.0683594,-0.857422,0.518555
1558435710454318,-0.0712891,-0.850586,0.499023
1558435710477423,-0.0834961,-0.856445,0.508301
1558435710493380,-0.0854492,-0.856934,0.497559
