id_ideogram,name_lsm,sd1,sd2,sd3,sd4,sd5,sd6,sd7,sd8,axis,seg1,seg2,seg3,seg4,seg5,seg6,seg7,seg8,seg9,seg10,seg11,seg12,seg13,seg14,seg15,seg16,seg17,seg18,seg19,seg20,seg21,seg22,seg23,seg24,seg25,seg26,seg27,seg28,seg29,seg30,seg31,seg32
,u,2.46322997258932,3.79752309691516,5.88776150582682,12.5678752533609,8.63824101681996,4.88887467114141,4.45656213801588,4.89980407989248,y,-0.855463922666667,-0.867842851444445,-0.874312027777778,-0.918514548888889,-0.94288356,-0.925668445555556,-0.935131313333333,-0.93391656,-0.936067197777778,-0.937405086666667,-0.937995282222222,-0.937055141111111,-0.938553646666667,-0.943367514444444,-0.943452181111111,-0.942469595555556,-0.942734368888889,-0.943784775555556,-0.944136312222222,-0.943359897777778,-0.944357082222222,-0.944357634444444,-0.945222461111111,-0.946011326666667,-0.945870818888889,-0.945982563333333,-0.943279623333333,-0.943372427777778,-0.942258073333333,-0.942781607777778,-0.942004115555556,-0.57635578
,u,2.46322997258932,3.79752309691516,5.88776150582682,12.5678752533609,8.63824101681996,4.88887467114141,4.45656213801588,4.89980407989248,z,0.314124374111111,0.316209296944444,0.3238970155,0.336475701555556,0.348369702222222,0.360496982222222,0.383288858888889,0.379052198888889,0.378102264444445,0.37757054,0.375556628888889,0.374643577777778,0.372838008888889,0.370658594444444,0.365047175555556,0.364684812222222,0.364046248888889,0.363413612222222,0.361149075555556,0.362165795555556,0.360941835555556,0.360956482222222,0.360940825555556,0.360508398888889,0.360713984444444,0.362179381111111,0.363710954444444,0.365666807777778,0.366038455555556,0.367306328888889,0.367358405555556,0.224098842222222
,x,3.71211659477834,6.3601268423245,6.21345748720791,6.13680382298394,4.13919534407156,3.9660629870131,4.00109216235374,4.4378671235115,x,0.1040947279,0.1055175698,0.108216802,0.1149414132,0.1138515862,0.1206616499,0.1218676736,0.1118090524,0.111286125,0.1118593847,0.1134687613,0.111492683,0.1099252757,0.1102065278,0.1080615245,0.1117309472,0.111835422,0.1123749669,0.1125932806,0.1141914441,0.1154912401,0.1170596044,0.1179297078,0.1208408219,0.1273418056,0.1392641868,0.1758692262,0.2230679084,0.1956138039,0.2461137858,0.31008446,0.210491715
,x,3.71211659477834,6.3601268423245,6.21345748720791,6.13680382298394,4.13919534407156,3.9660629870131,4.00109216235374,4.4378671235115,y,-1.000638796,-1.00012312,-1.000324356,-0.998622697,-0.997676557,-0.998054691,-0.999092113,-0.999550164,-0.999316174,-1.000764804,-1.000514468,-1.000203177,-1.00027908,-1.000369081,-1.001240977,-1.000215829,-0.998913162,-0.997576738,-0.998841276,-0.998275429,-0.997715297,-0.99864071,-0.998478691,-0.998862956,-0.99831145,-0.994936826,-0.994222861,-0.990442061,-1.002664146,-0.981745544,-0.96289171,-0.566808125
,x,3.71211659477834,6.3601268423245,6.21345748720791,6.13680382298394,4.13919534407156,3.9660629870131,4.00109216235374,4.4378671235115,z,0.1366196388,0.1361314065,0.1379297127,0.13952689,0.1392353664,0.1404106665,0.1409731493,0.1376455415,0.1372085206,0.1367783461,0.1362114191,0.135527346,0.135575697,0.1366909712,0.138614764,0.1401196103,0.1412802781,0.1433779227,0.1447026563,0.1448198287,0.144525373,0.1435918416,0.1425713293,0.1412681006,0.1412666254,0.139656308,0.1409712304,0.1356362496,0.10816260367,0.08864308538,0.07881494445,0.04467872391
,o,1.48231183129221,1.47292676003201,2.21089476989837,6.88766022686256,4.82303540371535,4.2197824619874,2.59974852695082,2.88824690043237,x,-0.251256745,-0.2513342425,-0.2465985675,-0.2485302925,-0.2517554675,-0.256842665,-0.2614325025,-0.2626000825,-0.26318906875,-0.2611260975,-0.26103824875,-0.2613000625,-0.2597723775,-0.25767946875,-0.25531864875,-0.25369814375,-0.25277100375,-0.2529583825,-0.25577454375,-0.25632384625,-0.25409058875,-0.24532108625,-0.23518255125,-0.23485905875,-0.22725158625,-0.2280822875,-0.2280511375,-0.2309021225,-0.23596436,-0.23983581125,-0.2391302525,-0.14887145
,o,1.48231183129221,1.47292676003201,2.21089476989837,6.88766022686256,4.82303540371535,4.2197824619874,2.59974852695082,2.88824690043237,y,-0.93762634875,-0.93997918125,-0.94113821875,-0.93784728375,-0.93511169,-0.93522096125,-0.9347815725,-0.93564031,-0.9346411075,-0.9344323475,-0.93571102875,-0.93684269375,-0.93921323625,-0.9372369725,-0.939263945,-0.93952634125,-0.935991795,-0.93658023125,-0.93609010125,-0.93416017375,-0.936231695,-0.93648563375,-0.95116707375,-0.948305695,-0.94798586375,-0.94651854875,-0.9493616225,-0.9445923575,-0.94736881625,-0.9448419775,-0.9439008075,-0.5773944425
,o,1.48231183129221,1.47292676003201,2.21089476989837,6.88766022686256,4.82303540371535,4.2197824619874,2.59974852695082,2.88824690043237,z,0.27301758,0.277789955,0.2791137625,0.281591795,0.2849316375,0.28449224875,0.2845960275,0.28526127625,0.28623355625,0.28489563625,0.2852673525,0.28219974,0.28242557625,0.28096196,0.28305667375,0.28421023875,0.2854223725,0.28666077875,0.29167359,0.29044008,0.2885797325,0.28174500875,0.28557559125,0.28334656625,0.28343203375,0.28085939625,0.28286133,0.2816632475,0.28402714625,0.287017235,0.28695188375,0.17479005125
,bajo,1.93347032288017,3.88545136791046,8.57768320043278,9.49768088158613,4.94974059439316,3.88251286067579,2.56591405427689,1.79935238091269,x,0.0727954015516667,0.068844419485,0.0656030325833333,0.0629182574966667,0.0600545154,0.0623747198166667,0.0631201035666667,0.0635156315833333,0.0629947875333333,0.0639640446166667,0.0635294613333333,0.0650317049783333,0.06559163876,0.0681721845283333,0.06824707941,0.06907713799,0.0702465707883333,0.0699650225033333,0.0698567994416667,0.0683724351,0.0673909595166667,0.06493897925,0.06684895891,0.06307778629,0.06054114705,0.0601033245333333,0.0558194785833333,0.0892871296283333,0.297530917805,0.487723821666667,0.656231326666667,0.41875406
,bajo,1.93347032288017,3.88545136791046,8.57768320043278,9.49768088158613,4.94974059439316,3.88251286067579,2.56591405427689,1.79935238091269,y,-0.770416665,-0.771476245,-0.773806206666667,-0.77437668,-0.773648295,-0.775219761666667,-0.774829915,-0.774923586666667,-0.774002291666667,-0.771883153333333,-0.771496545,-0.771383525,-0.769663121666667,-0.767649771666667,-0.767808473333333,-0.768839523333333,-0.769467765,-0.769435213333333,-0.769952053333333,-0.770014706666667,-0.768635213333333,-0.768627123333333,-0.768819175,-0.765459775,-0.763754068333333,-0.764142255,-0.753554693333333,-0.723040396666667,-0.736294845,-0.679492213333333,-0.585463871666667,-0.273229188333333
,bajo,1.93347032288017,3.88545136791046,8.57768320043278,9.49768088158613,4.94974059439316,3.88251286067579,2.56591405427689,1.79935238091269,z,0.63290369,0.634770566666667,0.635237643333333,0.634681773333333,0.635108216666667,0.635558243333333,0.633923391666667,0.634633013333333,0.63667077,0.637172898333333,0.637796211666667,0.640108265,0.641097025,0.64000407,0.640384075,0.63983479,0.640005666666667,0.640010575,0.639828296666667,0.639217116666667,0.640231915,0.6409522,0.644423016666667,0.645297893333333,0.647385268333333,0.646389156666667,0.638587215,0.60305419,0.59484943,0.545786931666667,0.487296511666667,0.244803016666667
,g,2.36360645136824,3.95242260694201,2.6121268377105,2.05429689889713,2.65420351758816,3.09542355102348,3.09360221355584,3.88322924535548,x,0.022241702092,0.022175783417,0.021083986682,0.021206058032,0.02156982405,0.020810546453,0.0239985367,0.021866212136,0.021931641672,0.020540039339,0.019141107994,0.020238281654,0.019277344515,0.01903124915,0.018702638392,0.018827152625,0.019617190453,0.022797367146,0.020838867875,0.021355469076,0.020238770379,0.019978516493,0.019443359254,0.019336422568,0.018618164509,0.018310054957,0.01951464549,0.016925779091,0.015265137997,0.016570318298,0.017891119421,0.009336426107
,g,2.36360645136824,3.95242260694201,2.6121268377105,2.05429689889713,2.65420351758816,3.09542355102348,3.09360221355584,3.88322924535548,y,-1.002954323,-1.005009883,-1.003739871,-1.004128133,-1.004221642,-1.003466655,-1.005655277,-1.003885861,-1.005272684,-1.005106618,-1.004759821,-1.004572539,-1.004917264,-1.004435852,-1.004806769,-1.004521374,-1.006050465,-1.00398997,-1.002682678,-1.003256556,-1.00447553,-1.00629244,-1.004334011,-1.006236713,-1.005207682,-1.005131359,-1.004038018,-1.005340435,-1.005422752,-1.005175867,-1.005470171,-0.593584192
,g,2.36360645136824,3.95242260694201,2.6121268377105,2.05429689889713,2.65420351758816,3.09542355102348,3.09360221355584,3.88322924535548,z,0.167644579,0.167670911,0.167894047,0.167521007,0.167772498,0.165885312,0.165209004,0.164990748,0.165646526,0.165567438,0.166068379,0.165580101,0.165599655,0.164292055,0.164790094,0.164317362,0.164525397,0.164946816,0.166739273,0.166172397,0.164660191,0.164022481,0.162460011,0.163013242,0.16100049,0.161634275,0.162061024,0.162925792,0.162774413,0.161654799,0.160540544,0.094180175
