timestamp,x,y,z
1558442147853338,-0.355957,-0.782227,0.493164
1558442147876277,-0.354492,-0.799316,0.512695
1558442147891236,-0.367676,-0.793945,0.525879
1558442147915172,-0.371582,-0.776855,0.526855
1558442147936116,-0.361816,-0.789551,0.525879
1558442147967034,-0.359375,-0.795898,0.526855
1558442147974015,-0.353027,-0.793945,0.529785
1558442147997954,-0.354004,-0.793945,0.518555
1558442148027871,-0.354492,-0.797363,0.519531
1558442148036847,-0.36084,-0.784668,0.521973
1558442148058788,-0.359375,-0.786133,0.515137
1558442148071754,-0.35791,-0.780273,0.509766
1558442148095696,-0.356934,-0.785156,0.519043
1558442148116635,-0.35791,-0.789551,0.516602
1558442148153534,-0.360352,-0.789063,0.517578
1558442148163507,-0.362305,-0.790039,0.512695
1558442148176472,-0.364258,-0.78125,0.519043
1558442148199411,-0.364258,-0.789063,0.518066
1558442148214372,-0.353516,-0.788086,0.521973
1558442148254264,-0.36084,-0.789551,0.526855
1558442148256260,-0.359375,-0.791016,0.528809
1558442148274212,-0.359375,-0.790039,0.525879
1558442148305130,-0.361328,-0.779785,0.524902
1558442148312110,-0.35791,-0.786621,0.520508
1558442148334052,-0.363281,-0.783691,0.517578
1558442148365966,-0.363281,-0.78418,0.518555
1558442148371951,-0.359863,-0.791992,0.51123
1558442148393892,-0.361328,-0.78418,0.521484
1558442148417827,-0.360352,-0.776855,0.530273
1558442148431790,-0.362793,-0.785645,0.526855
1558442148455726,-0.361328,-0.779785,0.528809
1558442148476670,-0.360352,-0.780762,0.526367
1558442148491631,-0.361816,-0.789063,0.529785
1558442148514569,-0.36084,-0.781738,0.527832
1558442148538505,-0.359863,-0.782227,0.521484
1558442148559450,-0.359863,-0.791016,0.523438
1558442148574409,-0.362305,-0.77832,0.531738
1558442148597348,-0.366699,-0.781738,0.526855
1558442148612309,-0.365234,-0.783691,0.526367
1558442148634252,-0.359375,-0.780762,0.529297
1558442148674142,-0.365234,-0.779297,0.523926
1558442148679129,-0.361816,-0.778809,0.527832
1558442148694089,-0.364258,-0.788086,0.528809
1558442148717027,-0.359863,-0.780273,0.528809
1558442148738969,-0.359375,-0.779297,0.530273
1558442148753929,-0.358398,-0.775391,0.530273
1558442148776868,-0.36084,-0.780762,0.533203
1558442148799806,-0.359863,-0.77832,0.532715
1558442148814767,-0.36084,-0.774414,0.529785
1558442148836707,-0.355957,-0.775391,0.525879
1558442148850671,-0.35791,-0.777344,0.523438
1558442148874607,-0.356445,-0.780762,0.526367
1558442148896549,-0.356445,-0.774902,0.523926
1558442148911507,-0.357422,-0.777344,0.529297
1558442148934446,-0.356445,-0.781738,0.535156
1558442148956388,-0.354492,-0.77832,0.53418
1558442148979325,-0.35791,-0.781738,0.532227
1558442148994296,-0.353027,-0.768066,0.534668
1558442149017226,-0.353516,-0.774902,0.525391
1558442149031215,-0.354004,-0.770508,0.525879
1558442149054152,-0.358398,-0.776855,0.535645
1558442149077064,-0.356934,-0.77832,0.53125
1558442149099005,-0.357422,-0.775879,0.53418
1558442149113964,-0.36377,-0.775879,0.530273
1558442149145885,-0.36084,-0.782227,0.537109
1558442149159844,-0.362793,-0.777344,0.527344
1558442149175910,-0.364258,-0.782715,0.526855
1558442149196853,-0.365234,-0.777832,0.529785
1558442149219690,-0.364746,-0.779297,0.525879
1558442149235644,-0.357422,-0.772461,0.525879
1558442149256695,-0.352051,-0.774902,0.522949
1558442149279729,-0.35791,-0.772461,0.530273
1558442149301466,-0.355957,-0.773926,0.530762
1558442149316426,-0.358398,-0.780273,0.536621
1558442149340650,-0.362305,-0.777832,0.540039
1558442149356421,-0.362305,-0.770508,0.531738
1558442149377561,-0.362305,-0.771973,0.533203
1558442149399372,-0.362305,-0.782227,0.535156
1558442149416158,-0.359863,-0.780273,0.544434
1558442149437300,-0.364258,-0.77832,0.535645
1558442149460043,-0.360352,-0.778809,0.538086
1558442149476001,-0.362305,-0.777832,0.538574
1558442149497242,-0.356445,-0.776367,0.536133
1558442149519882,-0.355957,-0.780762,0.537109
1558442149535838,-0.355469,-0.776855,0.52832
1558442149556780,-0.353516,-0.779785,0.530273
1558442149579718,-0.354004,-0.77832,0.52002
1558442149595684,-0.351563,-0.771484,0.531738
1558442149616626,-0.348633,-0.772949,0.524902
1558442149639662,-0.351074,-0.777344,0.522461
1558442149655559,-0.34668,-0.776367,0.524902
1558442149677507,-0.352051,-0.775879,0.529785
1558442149699401,-0.358887,-0.777832,0.529297
1558442149715358,-0.358887,-0.77832,0.530273
1558442149737299,-0.357422,-0.777832,0.54248
1558442149759499,-0.358887,-0.77832,0.543945
1558442149775200,-0.364746,-0.78125,0.541992
1558442149797343,-0.362305,-0.78418,0.540527
1558442149820091,-0.358887,-0.783691,0.537109
1558442149835037,-0.362305,-0.78418,0.535645
1558442149865957,-0.365234,-0.779785,0.537598
1558442149878929,-0.354004,-0.783691,0.529297
